primary_key_s,id,sleep_day,total_sleep_records,total_minutes_asleep,total_time_in_bed,primary_key_d,id_1,activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
8378563200_5/9/2016,8378563200,2016-05-09,1,359,399,8378563200_5/9/2016,8378563200,2016-05-09,8382,6.650000095,6.650000095,2.092147112,1.269999981,0.660000026,4.71999979,0.0,71,13,171,772,3721
8378563200_5/10/2016,8378563200,2016-05-10,1,342,391,8378563200_5/10/2016,8378563200,2016-05-10,6582,5.21999979,5.21999979,2.253081083,0.660000026,0.639999986,3.920000076,0.0,63,13,152,840,3586
8378563200_5/11/2016,8378563200,2016-05-11,1,368,387,8378563200_5/11/2016,8378563200,2016-05-11,9143,7.25,7.25,2.092147112,1.389999986,0.589999974,5.269999981,0.0,72,10,184,763,3788
8378563200_5/12/2016,8378563200,2016-05-12,1,496,546,8378563200_5/12/2016,8378563200,2016-05-12,4561,3.619999886,3.619999886,0.0,0.649999976,0.270000011,2.690000057,0.0,8,6,102,433,1976
8792009665_4/12/2016,8792009665,2016-04-12,1,458,493,8792009665_4/12/2016,8792009665,2016-04-12,2564,1.639999986,1.639999986,0.0,0.0,0.0,1.639999986,0.0,0,0,116,831,2044
8792009665_4/13/2016,8792009665,2016-04-13,1,531,552,8792009665_4/13/2016,8792009665,2016-04-13,1320,0.839999974,0.839999974,0.0,0.0,0.0,0.839999974,0.0,0,0,82,806,1934
8792009665_4/14/2016,8792009665,2016-04-14,1,486,503,8792009665_4/14/2016,8792009665,2016-04-14,1219,0.779999971,0.779999971,0.0,0.0,0.0,0.779999971,0.0,0,0,84,853,1963
8792009665_4/15/2016,8792009665,2016-04-15,1,363,377,8792009665_4/15/2016,8792009665,2016-04-15,2483,1.590000033,1.590000033,0.0,0.0,0.0,1.590000033,0.0,0,0,126,937,2009
8792009665_4/20/2016,8792009665,2016-04-20,1,528,547,8792009665_4/20/2016,8792009665,2016-04-20,3147,2.00999999,2.00999999,0.0,0.0,0.280000001,1.74000001,0.0,0,10,139,744,2188
8792009665_4/22/2016,8792009665,2016-04-22,1,391,407,8792009665_4/22/2016,8792009665,2016-04-22,4068,2.599999905,2.599999905,0.0,0.050000001,0.280000001,2.269999981,0.0,1,20,195,817,2419
8792009665_4/23/2016,8792009665,2016-04-23,1,339,360,8792009665_4/23/2016,8792009665,2016-04-23,5245,3.359999895,3.359999895,0.0,0.159999996,0.439999998,2.75,0.0,8,45,232,795,2748
8792009665_4/27/2016,8792009665,2016-04-27,1,423,428,8792009665_4/27/2016,8792009665,2016-04-27,1758,1.129999995,1.129999995,0.0,0.0,0.0,1.129999995,0.0,0,0,112,900,2067
8792009665_4/28/2016,8792009665,2016-04-28,1,402,416,8792009665_4/28/2016,8792009665,2016-04-28,6157,3.940000057,3.940000057,0.0,0.0,0.0,3.940000057,0.0,0,0,310,714,2780
8792009665_4/29/2016,8792009665,2016-04-29,1,398,406,8792009665_4/29/2016,8792009665,2016-04-29,8360,5.349999905,5.349999905,0.0,0.140000001,0.280000001,4.929999828,0.0,6,14,380,634,3101
8792009665_4/30/2016,8792009665,2016-04-30,1,343,360,8792009665_4/30/2016,8792009665,2016-04-30,7174,4.590000153,4.590000153,0.0,0.330000013,0.360000014,3.910000086,0.0,10,20,301,749,2896
8792009665_5/1/2016,8792009665,2016-05-01,1,503,527,8792009665_5/1/2016,8792009665,2016-05-01,1619,1.039999962,1.039999962,0.0,0.0,0.0,1.039999962,0.0,0,0,79,834,1962
8792009665_5/2/2016,8792009665,2016-05-02,1,415,423,8792009665_5/2/2016,8792009665,2016-05-02,1831,1.169999957,1.169999957,0.0,0.0,0.0,1.169999957,0.0,0,0,101,916,2015
8792009665_5/3/2016,8792009665,2016-05-03,1,516,545,8792009665_5/3/2016,8792009665,2016-05-03,2421,1.549999952,1.549999952,0.0,0.0,0.0,1.549999952,0.0,0,0,156,739,2297
8792009665_5/4/2016,8792009665,2016-05-04,1,439,463,8792009665_5/4/2016,8792009665,2016-05-04,2283,1.460000038,1.460000038,0.0,0.0,0.0,1.460000038,0.0,0,0,129,848,2067
